,Iteration: Iteration,Continuity: Continuity,Energy: Energy,Isentropic Efficiency Monitor: Expression,MFA Ps 1 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps 3 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps Outlet Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Pt Inlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Pt Outlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Tt Inlet Monitor: Mass Flow Averaged of Total Temperature (K),MFA Tt Outlet Monitor: Mass Flow Averaged of Total Temperature (K),Mass Flow  Volute Monitor: Mass Flow of Mass Flow Rate (lb/s),Mass Flow Error Monitor: Expression,Mass Flow Impeller Monitor: Mass Flow of Mass Flow Rate (lb/s),PRts Monitor: Expression,Sdr: Sdr,Tke: Tke,Torque Monitor: Moment (N-m),X-momentum: X-momentum,Y-momentum: Y-momentum,Z-momentum: Z-momentum,Iteration: Iteration,Physical Time: Physical Time (s)
379,379,0.018383532,0.020169752,0.674998846,99379.69095,114472.2657,126656.25,101325,133174.3671,298,333.8586891,0.317070413,0.007550965,-0.052446038,1.25,5.15E-06,0.002335308,-0.087508187,0.019806076,0.003551079,0.03629868,379,
380,380,0.018020964,0.019772262,0.675002563,99379.77476,114472.5029,126656.25,101325,133174.1342,298,333.858253,0.317076023,0.007587168,-0.052445052,1.25,4.98E-06,0.002286835,-0.087505716,0.019385763,0.003487558,0.03567786,380,
381,381,0.017665242,0.019382247,0.67500574,99380.15683,114472.0731,126656.25,101325,133173.9306,298,333.8578758,0.317083005,0.007628313,-0.052444033,1.25,4.99E-06,0.002237173,-0.087503329,0.018976192,0.003424556,0.035070122,381,
382,382,0.01749456,0.019195883,0.674921388,99380.20942,114472.2682,126656.25,101325,133170.8344,298,333.8591861,0.316990801,0.007388264,-0.052441465,1.25,7.90E-06,0.002210783,-0.087499392,0.018766079,0.003394641,0.034758312,382,
383,383,0.017117602,0.018782434,0.674926191,99380.27937,114472.5023,126656.25,101325,133170.5431,298,333.8586326,0.316995624,0.007420058,-0.052440583,1.25,4.88E-06,0.002163136,-0.087496918,0.018352623,0.003330043,0.034146611,383,
384,384,0.016747966,0.018377072,0.67492954,99380.35509,114472.7664,126656.25,101325,133170.2528,298,333.8581573,0.317000719,0.007453826,-0.052439642,1.25,4.71E-06,0.002109011,-0.087494428,0.017950825,0.00326662,0.033551872,384,
385,385,0.016389409,0.017983797,0.674931805,99380.44687,114473.0123,126656.25,101325,133170.0099,298,333.8577882,0.317007755,0.007494745,-0.052438644,1.25,4.69E-06,0.002064612,-0.087491999,0.017558633,0.003204015,0.032970199,385,
386,386,0.016042202,0.017602924,0.674929434,99380.54088,114473.3085,126656.25,101325,133169.6173,298,333.857512,0.317009789,0.007522255,-0.052437527,1.25,4.55E-06,0.002010129,-0.087489494,0.017176686,0.003142464,0.032401272,386,
387,387,0.015710369,0.017238962,0.674929054,99380.8684,114473.7261,126656.25,101325,133169.3045,298,333.8572119,0.317014712,0.007558638,-0.052436419,1.25,4.49E-06,0.001964543,-0.087486966,0.016806951,0.003082057,0.031842735,387,
388,388,0.015527293,0.0170391,0.674879534,99380.94029,114474.0467,126656.25,101325,133167.666,298,333.8581646,0.316973642,0.007475921,-0.052433995,1.25,6.33E-06,0.001945567,-0.087483366,0.016598497,0.003048915,0.03153061,388,
389,389,0.015193601,0.016673029,0.674886426,99381.2559,114473.9041,126656.25,101325,133167.5335,298,333.8576627,0.316984931,0.007528518,-0.052433084,1.25,4.66E-06,0.001898374,-0.087480896,0.016231672,0.002987008,0.030973744,389,
390,390,0.015037245,0.016502399,0.67481252,99381.31365,114474.1046,126656.25,101325,133164.905,298,333.8588972,0.316910069,0.007339981,-0.052430659,1.25,6.90E-06,0.001882109,-0.087476944,0.016053081,0.002955981,0.030695772,390,
391,391,0.014704397,0.016137172,0.674813291,99381.38749,114474.3448,126656.25,101325,133164.5226,298,333.8584644,0.316912992,0.007366546,-0.05242974,1.25,4.41E-06,0.001833713,-0.087474338,0.015692252,0.002893056,0.030141942,391,
392,392,0.014387163,0.015789113,0.674812625,99381.46506,114474.5706,126656.25,101325,133164.1396,298,333.8581075,0.316915856,0.007395684,-0.052428674,1.25,4.29E-06,0.00179042,-0.087471728,0.0153437,0.002831688,0.029608333,392,
393,393,0.014081477,0.015453679,0.674810779,99381.55603,114474.8803,126656.25,101325,133163.7389,298,333.857795,0.31691797,0.007423026,-0.05242758,1.25,4.21E-06,0.001748,-0.08746912,0.015004565,0.002771551,0.029091888,393,
394,394,0.01378762,0.015131238,0.674810299,99381.86174,114475.2286,126656.25,101325,133163.4423,298,333.8575168,0.316923475,0.007461753,-0.052426445,1.25,4.23E-06,0.001708169,-0.087466545,0.014675222,0.00271269,0.028590286,394,
395,395,0.013646449,0.014977176,0.674752964,99381.93361,114475.467,126656.25,101325,133161.5262,298,333.8586005,0.316872816,0.007349752,-0.05242398,1.25,5.81E-06,0.001695377,-0.087462864,0.014511729,0.002680218,0.028337562,395,
396,396,0.01335262,0.014654673,0.674752428,99382.01354,114475.7144,126656.25,101325,133161.1621,298,333.858256,0.316875827,0.00737826,-0.052422973,1.25,4.14E-06,0.001654956,-0.087460231,0.014193771,0.002620777,0.02784281,396,
397,397,0.013071416,0.014346042,0.674751096,99382.10312,114476.0161,126656.25,101325,133160.7854,298,333.8579408,0.316878212,0.007406401,-0.052421881,1.25,4.03E-06,0.001620141,-0.087457617,0.013888802,0.002562566,0.027364881,397,
398,398,0.012799837,0.01404794,0.67475008,99382.20101,114476.3503,126656.25,101325,133160.4567,298,333.8576579,0.316882024,0.007440339,-0.052420719,1.25,3.96E-06,0.001579081,-0.087454993,0.013592029,0.002505785,0.02690093,398,
399,399,0.012537035,0.013759423,0.674748126,99382.30092,114476.6651,126656.25,101325,133160.1543,298,333.8574521,0.316886502,0.007476954,-0.052419526,1.25,3.90E-06,0.001541316,-0.087452376,0.013303908,0.002450252,0.026448288,399,
400,400,0.012283674,0.013481314,0.674745894,99382.55461,114477.1498,126656.25,101325,133159.8091,298,333.857217,0.316889271,0.007507847,-0.052418352,1.25,3.85E-06,0.001505154,-0.087449748,0.013024747,0.002395809,0.026003537,400,
401,401,0.012148345,0.013333511,0.674708394,99382.64063,114477.4478,126656.25,101325,133158.6176,298,333.857989,0.316862002,0.007465496,-0.052416078,1.25,5.01E-06,0.001491611,-0.087446328,0.012875861,0.002361255,0.025753543,401,
402,402,0.011897742,0.013058414,0.674706216,99382.73541,114477.6671,126656.25,101325,133158.2805,298,333.8577594,0.316864593,0.007493286,-0.052415039,1.25,3.84E-06,0.001456534,-0.087443705,0.012603465,0.002307025,0.025314751,402,
403,403,0.011657092,0.012794226,0.674701922,99382.9708,114478.1375,126656.25,101325,133157.866,298,333.8575629,0.316864218,0.007513418,-0.052413914,1.25,3.72E-06,0.001426262,-0.087441042,0.012340677,0.002254176,0.024887908,403,
404,404,0.011524047,0.012648793,0.674668629,99383.05997,114478.3732,126656.25,101325,133156.8136,298,333.858254,0.316840887,0.007481381,-0.052411747,1.25,4.66E-06,0.001419044,-0.087437772,0.012200002,0.002219437,0.024642457,404,
405,405,0.011278569,0.012379174,0.67466623,99383.28858,114478.5098,126656.25,101325,133156.4497,298,333.8580086,0.316841754,0.007503876,-0.052410702,1.25,3.72E-06,0.001390507,-0.087435128,0.011939222,0.002167033,0.02421893,405,
406,406,0.011160129,0.012249727,0.674619747,99383.36824,114478.7517,126656.25,101325,133154.8454,298,333.8588353,0.31679901,0.007412368,-0.052408463,1.25,4.83E-06,0.001387231,-0.087431718,0.011814913,0.002133593,0.023994774,406,
407,407,0.010922868,0.011989071,0.674618023,99383.45263,114478.9988,126656.25,101325,133154.4931,298,333.8585659,0.316799824,0.007434097,-0.052407451,1.25,3.66E-06,0.001361312,-0.087429121,0.011560672,0.002081955,0.023577749,407,
408,408,0.010698661,0.011742795,0.674615878,99383.54447,114479.2755,126656.25,101325,133154.1246,298,333.8583023,0.316799768,0.007454368,-0.052406371,1.25,3.57E-06,0.001339088,-0.08742653,0.011316383,0.002031865,0.023175622,408,
409,409,0.010473268,0.011495194,0.67461392,99383.72414,114479.649,126656.25,101325,133153.7959,298,333.8580695,0.31680074,0.007478576,-0.052405254,1.25,3.51E-06,0.001319286,-0.087423973,0.011081118,0.001982939,0.022774451,409,
410,410,0.010351094,0.011361452,0.674584236,99383.81851,114479.8675,126656.25,101325,133152.8141,298,333.8586412,0.316778175,0.007447363,-0.052403169,1.25,4.19E-06,0.001318884,-0.087420906,0.010963899,0.001949752,0.022541435,410,
411,411,0.010127297,0.011115516,0.67458111,99383.91052,114480.1207,126656.25,101325,133152.4429,298,333.8584269,0.316777134,0.007464402,-0.052402097,1.25,3.48E-06,0.001299056,-0.087418364,0.010733568,0.001901453,0.022151487,411,
412,412,0.009912094,0.010879001,0.674577818,99384.08894,114480.311,126656.25,101325,133152.1136,298,333.8582644,0.316777216,0.007485603,-0.052400991,1.25,3.43E-06,0.001282572,-0.087415904,0.01050986,0.001854674,0.021774193,412,
413,413,0.009803043,0.010759614,0.674539708,99384.17262,114480.5356,126656.25,101325,133150.7775,298,333.8589209,0.316741706,0.007413246,-0.052398937,1.25,4.23E-06,0.001283927,-0.087412856,0.010404682,0.001823168,0.021564257,413,
414,414,0.00959548,0.010531461,0.674537984,99384.2664,114480.7724,126656.25,101325,133150.4562,298,333.8586833,0.31674151,0.007431313,-0.052397951,1.25,3.38E-06,0.001267398,-0.087410432,0.010185447,0.001777255,0.021195838,414,
415,415,0.009395741,0.010311869,0.674535172,99384.35792,114481.0504,126656.25,101325,133150.1427,298,333.8585115,0.316741229,0.007450732,-0.052396879,1.25,3.32E-06,0.00125324,-0.087408065,0.009973875,0.001732701,0.020839595,415,
416,416,0.009202639,0.010099543,0.674533097,99384.51368,114481.3607,126656.25,101325,133149.8835,298,333.8583561,0.316742458,0.007474987,-0.052395802,1.25,3.29E-06,0.001240263,-0.087405775,0.009768823,0.001689282,0.020492881,416,
417,417,0.009101399,0.009988507,0.674510573,99384.66814,114481.5383,126656.25,101325,133149.0618,298,333.8587113,0.316723367,0.007450595,-0.052393932,1.25,3.82E-06,0.001243048,-0.087403115,0.009668909,0.001658816,0.020291542,417,
418,418,0.009011149,0.009889577,0.674479106,99384.75107,114481.7413,126656.25,101325,133147.8913,298,333.8591844,0.316692115,0.007387061,-0.052392115,1.25,4.10E-06,0.001244698,-0.087400387,0.009578102,0.001629217,0.020100964,418,
419,419,0.008821053,0.009680533,0.674477693,99384.83764,114481.939,126656.25,101325,133147.6271,298,333.8589888,0.316692422,0.00740549,-0.052391193,1.25,3.27E-06,0.001229223,-0.087398178,0.009374626,0.001586679,0.01975977,419,
420,420,0.008639065,0.009480445,0.67447677,99384.9316,114482.1353,126656.25,101325,133147.3744,298,333.8587788,0.316692819,0.0074253,-0.052390213,1.25,3.22E-06,0.001215529,-0.087396051,0.009177979,0.001545776,0.019428034,420,
421,421,0.008464257,0.009288239,0.674473215,99385.03695,114482.2427,126656.25,101325,133147.1005,298,333.858687,0.316692159,0.007443237,-0.052389157,1.25,3.18E-06,0.001202484,-0.087393948,0.008987,0.001506178,0.019104503,421,
422,422,0.008378517,0.009194223,0.674446474,99385.12396,114482.4485,126656.25,101325,133146.0588,298,333.859041,0.316664352,0.007387945,-0.052387476,1.25,3.68E-06,0.001202903,-0.087391496,0.008899204,0.00147862,0.018921572,422,
423,423,0.008206378,0.009004929,0.674444841,99385.21555,114482.6496,126656.25,101325,133145.7936,298,333.858856,0.316663474,0.007402029,-0.052386587,1.25,3.13E-06,0.001188625,-0.087389494,0.008710374,0.001439895,0.018602764,423,
424,424,0.008041521,0.008823649,0.674441445,99385.30672,114482.866,126656.25,101325,133145.527,298,333.8587633,0.316662242,0.007416519,-0.052385618,1.25,3.09E-06,0.001175386,-0.087387576,0.008528444,0.001402546,0.018292272,424,
425,425,0.007878523,0.008644379,0.6744388,99385.38195,114482.7943,126656.25,101325,133145.2974,298,333.8586685,0.316661956,0.007434135,-0.052384641,1.25,3.10E-06,0.001162461,-0.087385746,0.008352109,0.001366327,0.017988366,425,
426,426,0.007800852,0.008559247,0.674408914,99385.47297,114482.9761,126656.25,101325,133144.0601,298,333.8589892,0.316626561,0.007351839,-0.052383129,1.25,3.71E-06,0.001161794,-0.087383536,0.008277615,0.001341441,0.017818733,426,
427,427,0.00763778,0.008379856,0.6744056,99385.56722,114483.1642,126656.25,101325,133143.785,298,333.8588833,0.316624281,0.007360639,-0.052382287,1.25,3.02E-06,0.001148084,-0.087381805,0.008101124,0.001305889,0.017514893,427,
428,428,0.007483425,0.008210073,0.674401405,99385.65553,114483.3627,126656.25,101325,133143.5244,298,333.8588392,0.316622222,0.007371437,-0.052381377,1.25,2.98E-06,0.001135291,-0.087380139,0.007930978,0.001271575,0.01721952,428,
429,429,0.007335448,0.008047336,0.674397636,99385.7413,114483.574,126656.25,101325,133143.2728,298,333.8587817,0.316620232,0.007382443,-0.052380467,1.25,2.95E-06,0.001122622,-0.087378549,0.0077657,0.001238531,0.016930638,429,
430,430,0.00719288,0.007890558,0.674393776,99385.82609,114483.7834,126656.25,101325,133143.0255,298,333.8587334,0.316618144,0.007392844,-0.052379573,1.25,2.92E-06,0.001110036,-0.087377009,0.007604934,0.001206634,0.016648489,430,
431,431,0.007055598,0.007739585,0.674389462,99385.90732,114483.9822,126656.25,101325,133142.7922,298,333.8587236,0.316616296,0.007404101,-0.052378673,1.25,2.90E-06,0.001097834,-0.087375524,0.007448646,0.001175797,0.016372745,431,
432,432,0.00692275,0.00759347,0.674386302,99385.98651,114484.2035,126656.25,101325,133142.5771,298,333.8586711,0.316614869,0.007416358,-0.05237779,1.25,2.89E-06,0.001086045,-0.087374125,0.007296551,0.001145866,0.016102509,432,
433,433,0.006791083,0.007448651,0.674382339,99386.06258,114484.4225,126656.25,101325,133142.3759,298,333.8586755,0.316613689,0.007429104,-0.052376922,1.25,2.88E-06,0.001074386,-0.087372787,0.007148572,0.001116789,0.015836268,433,
434,434,0.006662254,0.007306979,0.674378345,99386.13719,114484.6506,126656.25,101325,133142.1626,298,333.8586693,0.316611901,0.007439238,-0.052376092,1.25,2.85E-06,0.001062842,-0.0873715,0.00700373,0.0010886,0.015574931,434,
435,435,0.006535103,0.007167154,0.674375175,99386.17557,114484.7448,126656.25,101325,133141.986,298,333.8586568,0.31661119,0.007452562,-0.052375271,1.25,2.87E-06,0.001051738,-0.087370296,0.006860556,0.001061294,0.01531715,435,
436,436,0.00646874,0.007094433,0.674357032,99386.25495,114484.9886,126656.25,101325,133141.3024,298,333.8589207,0.316592681,0.00741687,-0.052374092,1.25,3.28E-06,0.001048825,-0.087368934,0.006790295,0.001042169,0.015155701,436,
437,437,0.006345394,0.006958837,0.674353801,99386.33281,114485.2189,126656.25,101325,133141.1434,298,333.8589294,0.316592232,0.007428801,-0.052373389,1.25,2.85E-06,0.001036666,-0.087367825,0.006648021,0.001015798,0.0149011,437,
438,438,0.006223121,0.006824436,0.674349941,99386.40744,114485.476,126656.25,101325,133140.9863,298,333.8589736,0.316591647,0.007441395,-0.052372627,1.25,2.81E-06,0.001024647,-0.087366762,0.006509376,0.000990154,0.014650479,438,
439,439,0.006103036,0.006692436,0.674346618,99386.48007,114485.7099,126656.25,101325,133140.8657,298,333.8590267,0.316592084,0.007457334,-0.052371859,1.25,2.79E-06,0.001012312,-0.087365798,0.006374524,0.000965221,0.01440298,439,
440,440,0.00598674,0.006564632,0.674342907,99386.50812,114485.6819,126656.25,101325,133140.7343,298,333.8590893,0.316591949,0.007471431,-0.052371092,1.25,2.80E-06,0.000999964,-0.087364872,0.006243336,0.000940977,0.014159757,440,
441,441,0.005928486,0.006500962,0.674321248,99386.57999,114485.8971,126656.25,101325,133139.9638,298,333.859451,0.316569673,0.007422186,-0.052370006,1.25,3.16E-06,0.000994503,-0.087363805,0.006180539,0.000924339,0.014006157,441,
442,442,0.005813998,0.006375181,0.674317511,99386.65059,114486.1153,126656.25,101325,133139.797,298,333.8594788,0.316568094,0.007429027,-0.052369384,1.25,2.75E-06,0.000981378,-0.087362993,0.006049932,0.000900924,0.013764337,442,
443,443,0.00570169,0.006251809,0.674313957,99386.72108,114486.3327,126656.25,101325,133139.6451,298,333.859512,0.316566875,0.007437658,-0.052368726,1.25,2.73E-06,0.000968308,-0.087362241,0.005922824,0.000878288,0.013526704,443,
444,444,0.005591548,0.006130838,0.674310279,99386.78956,114486.5594,126656.25,101325,133139.491,298,333.8595496,0.316565443,0.007446103,-0.052368044,1.25,2.71E-06,0.000955042,-0.08736156,0.005799175,0.000856353,0.013292195,444,
445,445,0.005483076,0.006011715,0.674306244,99386.85766,114486.8026,126656.25,101325,133139.3458,298,333.8596153,0.316564177,0.007455077,-0.052367361,1.25,2.69E-06,0.000941646,-0.087360954,0.005678058,0.000835101,0.013061047,445,
446,446,0.005376039,0.005894156,0.674302528,99386.91955,114487.0182,126656.25,101325,133139.2398,298,333.8597042,0.316564111,0.007467831,-0.052366677,1.25,2.68E-06,0.000928267,-0.087360429,0.00555924,0.000814446,0.012832169,446,
447,447,0.005270989,0.005778801,0.674297953,99386.92733,114487.0678,126656.25,101325,133139.1059,298,333.8598103,0.316562984,0.00747687,-0.052366014,1.25,2.69E-06,0.000914802,-0.087359965,0.005443478,0.000794391,0.012605904,447,
448,448,0.005215232,0.005717995,0.674278033,99386.99196,114487.3026,126656.25,101325,133138.4484,298,333.8601955,0.316543856,0.007433683,-0.052365128,1.25,2.99E-06,0.000906806,-0.087359428,0.005386181,0.000781264,0.012455053,448,
449,449,0.005111083,0.005603611,0.674274709,99387.05486,114487.5381,126656.25,101325,133138.3369,298,333.860258,0.316543335,0.007442208,-0.052364592,1.25,2.66E-06,0.000892572,-0.087359038,0.005272085,0.000761881,0.012229481,449,
450,450,0.005009992,0.005492604,0.674270568,99387.11552,114487.7715,126656.25,101325,133138.2201,298,333.8603584,0.316542518,0.007450306,-0.05236403,1.25,2.63E-06,0.000878122,-0.087358726,0.005161151,0.00074307,0.012007647,450,
451,451,0.004911114,0.005384034,0.674266124,99387.17098,114488.0275,126656.25,101325,133138.1124,298,333.8604843,0.316541906,0.007459494,-0.052363444,1.25,2.62E-06,0.000863395,-0.087358461,0.00505299,0.000724837,0.011788503,451,
452,452,0.00481382,0.005277211,0.674262745,99387.18477,114488.0945,126656.25,101325,133138.0314,298,333.8605809,0.316542115,0.007470913,-0.052362876,1.25,2.64E-06,0.000848882,-0.087358281,0.004947357,0.000707152,0.011571983,452,
453,453,0.004764034,0.005223022,0.674242508,99387.23726,114488.3349,126656.25,101325,133137.4351,298,333.8610458,0.316524731,0.007432255,-0.05236204,1.25,2.86E-06,0.000839295,-0.087358016,0.004897511,0.000696363,0.011427813,453,
454,454,0.004665712,0.005115063,0.674239072,99387.29299,114488.5772,126656.25,101325,133137.3444,298,333.8611356,0.316524484,0.007439986,-0.052361591,1.25,2.60E-06,0.000823881,-0.087357889,0.004792131,0.000679202,0.011212227,454,
455,455,0.004570148,0.005010153,0.674234365,99387.34377,114488.826,126656.25,101325,133137.256,298,333.8612953,0.316524223,0.007448605,-0.052361093,1.25,2.59E-06,0.000808213,-0.087357816,0.004689894,0.000662633,0.011000163,455,
456,456,0.004475961,0.004906762,0.674230135,99387.39318,114489.0958,126656.25,101325,133137.1676,298,333.8614296,0.316523898,0.007456829,-0.052360606,1.25,2.57E-06,0.000792352,-0.0873578,0.004590218,0.000646571,0.010790705,456,
457,457,0.004383764,0.004805559,0.67422679,99387.39998,114489.274,126656.25,101325,133137.122,298,333.8615608,0.316524966,0.00746947,-0.052360115,1.25,2.59E-06,0.000776701,-0.087357832,0.004492992,0.000631005,0.010584071,457,
458,458,0.004335397,0.004752941,0.674211602,99387.44985,114489.5326,126656.25,101325,133136.8162,298,333.862055,0.316517208,0.007459521,-0.052359357,1.25,2.73E-06,0.000766084,-0.087357835,0.004447324,0.000622101,0.010442468,458,
459,459,0.004243538,0.004652119,0.674208007,99387.49945,114489.7851,126656.25,101325,133136.7416,298,333.8621698,0.316517205,0.007466553,-0.052358985,1.25,2.56E-06,0.000749421,-0.087357902,0.0043514,0.000606992,0.010236712,459,
460,460,0.00415471,0.004554642,0.674203675,99387.54576,114490.0514,126656.25,101325,133136.6606,298,333.8623171,0.316516925,0.007473765,-0.052358559,1.25,2.54E-06,0.000732638,-0.087358006,0.004258279,0.000592401,0.010034341,460,
461,461,0.004067741,0.004459215,0.674199757,99387.54311,114490.2432,126656.25,101325,133136.5903,298,333.8624534,0.316516962,0.007482031,-0.052358129,1.25,2.55E-06,0.000715911,-0.08735816,0.004167106,0.000578249,0.009834363,461,
462,462,0.004024689,0.004412491,0.674183015,99387.5894,114490.5198,126656.25,101325,133136.2823,298,333.8630281,0.316509019,0.007469928,-0.052357453,1.25,2.67E-06,0.000704239,-0.087358324,0.004126321,0.00057085,0.009695794,462,
463,463,0.003937329,0.004316603,0.674179692,99387.63376,114490.7872,126656.25,101325,133136.221,298,333.863142,0.316509308,0.00747686,-0.052357135,1.25,2.53E-06,0.000686912,-0.087358533,0.004035619,0.000557078,0.00949665,463,
464,464,0.00385196,0.004222925,0.674176215,99387.62862,114491.0004,126656.25,101325,133136.1491,298,333.8632532,0.316509203,0.007483193,-0.052356784,1.25,2.53E-06,0.000669733,-0.08735877,0.003947417,0.000543787,0.00930086,464,
